date,price,open,high,low,volume,change
2021-10-13,14215.0,14220.0,14229.0,14210.0,0.15K,0.0
2021-10-12,14215.0,14215.0,14225.0,14203.0,0.14K,0.0007
2021-10-11,14205.0,14215.0,14223.0,14201.5,0.14K,-0.0011
2021-10-08,14220.0,14210.0,14237.5,14197.5,0.12K,0.0004
2021-10-07,14215.0,14250.0,14257.5,14212.0,0.13K,-0.0025
2021-10-06,14250.0,14240.0,14260.0,14228.0,0.11K,0.0001
2021-10-05,14248.0,14270.0,14275.0,14245.5,0.21K,-0.0012
2021-10-04,14265.0,14307.5,14336.5,14258.0,0.13K,-0.0028
2021-10-01,14305.0,14310.0,14330.0,14305.0,0.14K,-0.0003
2021-09-30,14310.0,14317.5,14332.5,14305.5,0.13K,0.0014
2021-09-29,14290.0,14295.0,14330.0,14292.5,0.12K,0.0014
2021-09-28,14270.0,14265.0,14287.5,14253.5,0.16K,0.0014
2021-09-27,14250.0,14260.0,14270.0,14247.5,0.12K,-0.0004
2021-09-24,14255.0,14245.0,14266.5,14228.5,0.13K,0.0011
2021-09-23,14240.0,14250.0,14265.0,14236.0,0.18K,0.0
2021-09-22,14240.0,14245.0,14256.0,14236.0,0.13K,0.0004
2021-09-21,14235.0,14255.0,14260.0,14235.5,0.14K,-0.0004
2021-09-20,14240.0,14270.0,14287.5,14237.5,0.12K,0.0011
2021-09-17,14225.0,14275.0,14282.5,14195.0,0.15K,-0.0018
2021-09-16,14250.0,14230.0,14261.5,14217.5,0.12K,0.0007
2021-09-15,14240.0,14257.5,14267.5,14235.0,0.20K,-0.0004
2021-09-14,14245.0,14257.5,14267.5,14241.5,0.17K,-0.0004
2021-09-13,14250.0,14245.0,14270.0,14220.0,0.16K,0.0035
2021-09-10,14200.0,14275.0,14275.0,14195.5,0.20K,-0.0035
2021-09-09,14250.0,14280.0,14283.5,14252.5,0.20K,0.0
2021-09-08,14250.0,14240.0,14277.5,14232.5,0.19K,0.0028
2021-09-07,14210.0,14220.0,14220.0,14176.5,0.17K,-0.0007
2021-09-06,14220.0,14247.5,14260.0,14210.0,0.16K,-0.0028
2021-09-03,14260.0,14270.0,14270.0,14252.5,0.15K,-0.0007
2021-09-02,14270.0,14265.0,14290.0,14260.0,0.18K,-0.0007
2021-09-01,14280.0,14265.0,14305.0,14255.0,0.21K,0.0011
2021-08-31,14265.0,14345.0,14350.5,14260.0,0.23K,-0.0072
2021-08-30,14368.0,14405.0,14410.0,14359.5,0.19K,-0.0033
2021-08-27,14415.0,14425.0,14447.5,14412.5,0.15K,0.0
2021-08-26,14415.0,14425.0,14433.5,14408.5,0.26K,0.0014
2021-08-25,14395.0,14405.0,14421.0,14387.5,0.15K,0.0003
2021-08-24,14390.0,14395.0,14407.5,14377.5,0.19K,-0.0014
2021-08-23,14410.0,14435.0,14438.5,14404.0,0.18K,-0.0028
2021-08-20,14450.0,14475.0,14485.0,14422.5,0.23K,0.0035
2021-08-19,14400.0,14405.0,14425.0,14392.5,0.16K,0.0021
2021-08-18,14370.0,14387.5,14400.0,14372.5,0.18K,0.0
2021-08-16,14370.0,14390.0,14395.0,14371.5,0.17K,-0.001
2021-08-13,14385.0,14382.5,14395.0,14366.0,0.08K,0.0003
2021-08-12,14380.0,14395.0,14407.5,14366.0,0.18K,0.0
2021-08-10,14380.0,14375.0,14402.0,14375.0,0.17K,0.0014
2021-08-09,14360.0,14370.0,14387.5,14357.5,0.10K,0.0007
2021-08-06,14350.0,14360.0,14377.5,14347.5,0.17K,0.0007
2021-08-05,14340.0,14330.0,14360.0,14321.0,0.14K,0.0021
2021-08-04,14310.0,14325.0,14347.5,14304.5,0.20K,-0.0021
2021-08-03,14340.0,14375.0,14388.0,14338.5,0.26K,-0.0055
2021-08-02,14420.0,14465.0,14472.5,14422.5,0.17K,-0.0028
2021-07-30,14460.0,14435.0,14477.5,14434.5,0.13K,-0.0014
2021-07-29,14480.0,14490.0,14502.5,14482.5,0.16K,-0.0003
2021-07-28,14485.0,14500.0,14512.5,14485.0,0.16K,-0.0003
2021-07-27,14490.0,14473.5,14497.5,14465.0,0.14K,0.0007
2021-07-26,14480.0,14510.0,14522.5,14470.0,0.17K,-0.0007
2021-07-23,14490.0,14500.0,14512.5,14488.5,0.11K,0.0007
2021-07-22,14480.0,14500.0,14518.0,14482.5,0.10K,-0.0041
2021-07-21,14540.0,14530.0,14560.0,14530.0,0.13K,0.0017
2021-07-19,14515.0,14512.5,14537.5,14505.0,0.14K,0.0014
2021-07-16,14495.0,14515.0,14542.5,14490.0,0.10K,0.001
2021-07-15,14480.0,14480.0,14512.5,14472.5,0.14K,0.0003
2021-07-14,14475.0,14485.0,14502.5,14477.5,0.18K,0.0009
2021-07-13,14462.0,14505.0,14515.0,14459.0,0.13K,-0.0019
2021-07-12,14490.0,14485.0,14502.5,14471.5,0.10K,-0.0024
2021-07-09,14525.0,14535.0,14559.5,14525.0,0.11K,0.0003
2021-07-08,14520.0,14495.0,14557.5,14492.5,0.13K,0.0028
2021-07-07,14480.0,14485.0,14512.5,14472.5,0.10K,0.001
2021-07-06,14465.0,14475.0,14485.0,14456.0,0.11K,-0.0008
2021-07-05,14476.0,14487.5,14510.0,14470.0,0.10K,-0.0037
2021-07-02,14530.0,14515.0,14572.5,14515.0,0.11K,0.0021
2021-07-01,14500.0,14510.0,14555.0,14500.0,0.12K,0.0003
2021-06-30,14495.0,14500.0,14560.0,14497.5,0.17K,0.001
2021-06-29,14480.0,14455.0,14494.0,14455.0,0.09K,0.0028
2021-06-28,14440.0,14415.0,14475.0,14415.0,0.15K,0.0014
2021-06-25,14420.0,14420.0,14450.0,14415.0,0.08K,-0.001
2021-06-24,14435.0,14440.0,14466.0,14432.5,0.10K,0.0003
2021-06-23,14430.0,14440.0,14467.5,14415.0,0.08K,0.0021
2021-06-22,14400.0,14420.0,14437.5,14397.5,0.21K,-0.0017
2021-06-21,14425.0,14390.0,14460.0,14390.0,0.12K,0.0038
2021-06-18,14370.0,14375.0,14402.5,14370.0,0.12K,0.0014
2021-06-17,14350.0,14300.0,14385.0,14295.0,0.25K,0.0081
2021-06-16,14235.0,14235.0,14267.5,14235.0,0.19K,0.0011
2021-06-15,14220.0,14210.0,14247.5,14210.0,0.18K,0.0014
2021-06-14,14200.0,14200.0,14232.5,14197.5,0.15K,0.0008
2021-06-11,14188.0,14222.5,14242.5,14183.0,0.24K,-0.004
2021-06-10,14245.0,14260.0,14265.0,14222.5,0.14K,-0.0004
2021-06-09,14250.0,14265.0,14274.0,14245.0,0.17K,0.0
2021-06-08,14250.0,14265.0,14272.5,14250.0,0.10K,-0.0007
2021-06-07,14260.0,14275.0,14288.0,14247.5,0.17K,-0.0021
2021-06-04,14290.0,14295.0,14325.0,14295.0,0.12K,0.0007
2021-06-03,14280.0,14275.0,14312.5,14265.0,0.14K,0.0004
2021-06-02,14275.0,14265.0,14292.5,14247.5,0.17K,0.0
2021-05-31,14275.0,14295.0,14312.0,14280.0,0.16K,-0.0004
2021-05-28,14280.0,14305.0,14322.5,14285.0,0.15K,-0.0004
2021-05-27,14285.0,14320.0,14336.5,14278.5,0.20K,-0.0028
2021-05-25,14325.0,14325.0,14345.0,14315.0,0.23K,-0.0017
2021-05-24,14350.0,14350.0,14367.5,14340.0,0.11K,0.0
2021-05-21,14350.0,14340.0,14392.5,14340.0,0.25K,-0.0014
2021-05-20,14370.0,14310.0,14405.0,14310.0,0.23K,0.0067
2021-05-19,14275.0,14295.0,14324.0,14280.0,0.16K,0.0004
2021-05-18,14270.0,14300.0,14316.0,14270.0,0.22K,-0.0007
2021-05-17,14280.0,14250.0,14300.0,14215.0,0.17K,0.006
2021-05-11,14195.0,14200.0,14215.0,14187.0,0.16K,0.0
2021-05-10,14195.0,14145.0,14212.5,14140.0,0.16K,-0.006
2021-05-07,14280.0,14272.5,14312.5,14247.0,0.16K,-0.0024
2021-05-06,14315.0,14415.0,14425.0,14313.0,0.24K,-0.008
2021-05-05,14430.0,14440.0,14450.0,14426.0,0.15K,0.0003
2021-05-04,14425.0,14460.0,14465.0,14412.5,0.16K,-0.0014
2021-05-03,14445.0,14450.0,14480.0,14447.5,0.11K,0.0003
2021-04-30,14440.0,14430.0,14507.5,14424.5,0.12K,-0.0003
2021-04-29,14445.0,14430.0,14475.0,14425.0,0.13K,-0.0034
2021-04-28,14495.0,14490.0,14525.0,14487.5,0.13K,0.001
2021-04-27,14480.0,14490.0,14508.5,14477.0,0.18K,0.0
2021-04-26,14480.0,14515.0,14515.0,14475.0,0.14K,-0.0028
2021-04-23,14520.0,14525.0,14560.0,14520.0,0.11K,0.0003
2021-04-22,14515.0,14515.0,14539.0,14510.0,0.10K,-0.0007
2021-04-21,14525.0,14525.0,14551.0,14510.0,0.09K,0.0021
2021-04-20,14495.0,14515.0,14535.0,14482.5,0.16K,-0.0034
2021-04-19,14545.0,14537.5,14570.0,14525.0,0.07K,-0.001
2021-04-16,14560.0,14620.0,14630.0,14550.0,0.12K,-0.0027
2021-04-15,14600.0,14610.0,14634.0,14600.0,0.09K,0.0
2021-04-14,14600.0,14622.5,14622.5,14592.5,0.08K,0.0
2021-04-13,14600.0,14610.0,14627.5,14595.0,0.12K,0.0007
2021-04-12,14590.0,14575.0,14630.0,14575.0,0.09K,0.0021
2021-04-09,14560.0,14550.0,14587.5,14540.0,0.10K,0.0021
2021-04-08,14530.0,14510.0,14578.5,14510.0,0.09K,0.0028
2021-04-07,14490.0,14470.0,14517.5,14470.0,0.05K,-0.0007
2021-04-06,14500.0,14490.0,14525.0,14490.0,0.09K,-0.0007
2021-04-05,14510.0,14520.0,14535.0,14510.0,0.05K,-0.0007
2021-04-01,14520.0,14530.0,14594.5,14525.0,0.08K,0.0
2021-03-31,14520.0,14480.0,14582.0,14480.0,0.11K,0.0035
2021-03-30,14470.0,14450.0,14502.5,14450.0,0.09K,0.0021
2021-03-29,14440.0,14420.0,14455.0,14420.0,0.07K,0.0021
2021-03-26,14410.0,14445.0,14458.0,14417.5,0.13K,-0.0007
2021-03-25,14420.0,14435.0,14465.0,14425.0,0.10K,0.0
2021-03-24,14420.0,14422.5,14460.0,14410.0,0.07K,0.0021
2021-03-23,14390.0,14400.0,14425.0,14390.0,0.08K,-0.0007
2021-03-22,14400.0,14415.0,14452.5,14397.0,0.11K,0.0
2021-03-19,14400.0,14410.0,14475.0,14400.0,0.14K,0.0007
2021-03-18,14390.0,14385.0,14415.0,14375.0,0.09K,-0.0024
2021-03-17,14425.0,14430.0,14465.0,14415.0,0.10K,0.0017
2021-03-16,14400.0,14402.5,14422.5,14395.0,0.08K,0.0003
2021-03-15,14395.0,14400.0,14422.5,14390.0,0.07K,0.001
2021-03-12,14380.0,14355.0,14396.0,14325.0,0.10K,-0.001
2021-03-10,14395.0,14390.0,14425.0,14390.0,0.05K,0.0003
2021-03-09,14390.0,14415.0,14475.0,14395.0,0.10K,0.0028
2021-03-08,14350.0,14350.0,14382.5,14335.0,0.08K,0.0042
2021-03-05,14290.0,14315.0,14360.0,14280.0,0.09K,0.0021
2021-03-04,14260.0,14265.0,14305.0,14250.0,0.12K,0.0014
2021-03-03,14240.0,14325.0,14330.5,14240.0,0.14K,-0.0042
2021-03-02,14300.0,14275.0,14330.0,14265.0,0.07K,0.0035
2021-03-01,14250.0,14250.0,14307.5,14240.0,0.10K,0.0007
2021-02-26,14240.0,14105.0,14275.0,14105.0,0.19K,0.0114
2021-02-25,14080.0,14085.0,14110.0,14079.5,0.10K,0.0
2021-02-24,14080.0,14072.5,14092.5,14065.0,0.13K,-0.0007
2021-02-23,14090.0,14110.0,14130.0,14092.5,0.11K,-0.0014
2021-02-22,14110.0,14070.0,14130.0,14070.0,0.07K,0.0036
2021-02-19,14060.0,14050.0,14100.5,14050.0,0.11K,0.0036
2021-02-18,14010.0,14020.0,14061.0,14020.0,0.08K,0.0
2021-02-17,14010.0,13955.0,14046.0,13955.0,0.08K,0.0065
2021-02-16,13920.0,13895.0,13937.5,13866.0,0.10K,0.0007
2021-02-15,13910.0,13972.5,13972.5,13896.5,0.09K,-0.0043
2021-02-11,13970.0,13985.0,14002.0,13965.0,0.07K,-0.0007
2021-02-10,13980.0,14000.0,14000.0,13972.0,0.12K,-0.0007
2021-02-09,13990.0,14007.5,14011.0,13988.5,0.07K,-0.0004
2021-02-08,13995.0,14020.0,14023.5,13987.5,0.08K,-0.0018
2021-02-05,14020.0,14020.0,14057.5,14020.0,0.07K,0.0007
2021-02-04,14010.0,14007.5,14040.0,14002.5,0.06K,0.0007
2021-02-03,14000.0,14015.0,14020.0,13992.5,0.08K,-0.0014
2021-02-02,14020.0,14035.0,14049.0,14020.0,0.06K,0.0007
2021-02-01,14010.0,14035.0,14052.5,14015.0,0.11K,-0.0007
2021-01-29,14020.0,14072.5,14085.0,14030.0,0.04K,-0.0021
2021-01-28,14050.0,14065.0,14126.5,14055.0,0.05K,0.0011
2021-01-27,14035.0,14050.0,14082.0,14042.5,0.05K,-0.0004
2021-01-26,14040.0,14045.0,14098.5,14045.0,0.03K,0.0021
2021-01-25,14010.0,14055.0,14083.0,14020.0,0.05K,-0.0007
2021-01-22,14020.0,13995.0,14063.5,13995.0,0.05K,0.0029
2021-01-21,13980.0,14022.5,14035.0,13995.0,0.05K,-0.0029
2021-01-20,14020.0,14065.0,14067.5,14030.0,0.06K,-0.0021
2021-01-19,14050.0,14080.0,14099.5,14055.0,0.05K,-0.0007
2021-01-18,14060.0,14025.0,14105.0,14025.0,0.07K,0.0036
2021-01-15,14010.0,14040.0,14062.5,14012.5,0.05K,-0.0028
2021-01-14,14050.0,14075.0,14109.0,14055.0,0.04K,-0.0004
2021-01-13,14055.0,14090.0,14117.5,14057.5,0.07K,-0.0046
2021-01-12,14120.0,14120.0,14217.5,14115.0,0.11K,0.0028
2021-01-11,14080.0,14020.0,14165.0,14020.0,0.06K,0.0072
2021-01-08,13980.0,13915.0,14061.5,13915.0,0.06K,0.0065
2021-01-07,13890.0,13900.0,13945.0,13900.0,0.03K,0.0007
2021-01-06,13880.0,13920.0,13930.0,13895.0,0.04K,-0.0014
2021-01-05,13900.0,13900.0,13932.5,13900.0,0.03K,0.0011
2021-01-04,13885.0,13910.0,13940.0,13862.5,0.07K,-0.0231
2021-01-01,14213.7,14213.5,14214.2,13919.0,,0.0124
2020-12-30,14040.0,14120.0,14120.0,14050.0,0.05K,-0.005
2020-12-29,14110.0,14150.0,14160.0,14130.0,0.02K,-0.0021
2020-12-28,14140.0,14155.0,14177.5,14150.0,0.02K,-0.0007
2020-12-23,14150.0,14155.0,14274.0,14155.0,0.04K,0.0004
2020-12-22,14145.0,14140.0,14212.5,14140.0,0.02K,0.0032
2020-12-21,14100.0,14110.0,14175.0,14110.0,0.03K,0.0014
2020-12-18,14080.0,14102.5,14147.5,14100.0,0.03K,-0.0004
2020-12-17,14085.0,14125.0,14137.5,14105.0,0.02K,-0.0004
2020-12-16,14090.0,14110.0,14158.0,14110.0,0.04K,0.0
2020-12-15,14090.0,14105.0,14173.5,14105.0,0.03K,0.0014
2020-12-14,14070.0,14100.0,14155.0,14095.0,0.04K,0.0
2020-12-11,14070.0,14100.0,14119.0,14079.5,0.05K,-0.0014
2020-12-10,14090.0,14095.0,14120.0,14095.0,0.04K,0.0007
2020-12-08,14080.0,14110.0,14150.0,14110.0,0.03K,0.0
2020-12-07,14080.0,14110.0,14135.0,14101.0,0.03K,-0.0004
2020-12-04,14085.0,14135.0,14162.5,14102.5,0.03K,-0.0011
2020-12-03,14100.0,14120.0,14179.0,14120.0,0.02K,0.0007
2020-12-02,14090.0,14120.0,14156.0,14120.0,0.01K,-0.0007
2020-12-01,14100.0,14117.5,14182.5,14117.5,0.03K,0.0007
2020-11-30,14090.0,14070.0,14150.0,14070.0,0.02K,0.0014
2020-11-27,14070.0,14105.0,14136.5,14090.0,0.03K,-0.0014
2020-11-26,14090.0,14125.0,14137.5,14100.0,0.05K,-0.0028
2020-11-25,14130.0,14145.0,14177.5,14140.0,0.05K,-0.0007
2020-11-24,14140.0,14150.0,14194.5,14150.0,0.03K,0.0007
2020-11-23,14130.0,14162.5,14175.0,14142.5,0.04K,-0.0014
2020-11-20,14150.0,14160.0,14210.5,14160.0,0.04K,0.0007
2020-11-19,14140.0,14055.0,14195.0,14055.0,0.04K,0.0064
2020-11-18,14050.0,14055.0,14102.5,14055.0,0.04K,0.0014
2020-11-17,14030.0,14030.0,14077.5,14027.5,0.05K,-0.005
2020-11-16,14100.0,14120.0,14147.5,14107.5,0.06K,-0.0035
2020-11-13,14150.0,14150.0,14232.5,14150.0,0.06K,0.0007
2020-11-12,14140.0,14080.0,14207.5,14080.0,0.03K,0.005
2020-11-11,14070.0,14055.0,14102.5,14055.0,0.04K,0.0021
2020-11-10,14040.0,14050.0,14082.5,13992.5,0.09K,-0.0007
2020-11-09,14050.0,14170.0,14180.0,14042.5,0.13K,-0.0099
2020-11-06,14190.0,14255.0,14302.5,14200.0,0.08K,-0.0125
2020-11-05,14370.0,14385.0,14440.0,14370.0,0.08K,-0.0117
2020-11-04,14540.0,14515.0,14567.5,14512.5,0.04K,-0.0021
2020-11-03,14570.0,14612.5,14635.0,14584.0,0.06K,-0.0038
2020-11-02,14625.0,14650.0,14717.5,14637.5,0.04K,0.0003
2020-10-27,14620.0,14650.0,14680.0,14620.0,0.04K,-0.0007
2020-10-26,14630.0,14635.0,14675.0,14632.5,0.03K,-0.0014
2020-10-23,14650.0,14660.0,14722.5,14650.0,0.03K,0.0007
2020-10-22,14640.0,14615.0,14690.0,14615.0,0.03K,0.0021
2020-10-21,14610.0,14635.0,14667.5,14615.0,0.07K,-0.0027
2020-10-20,14650.0,14672.5,14718.0,14655.0,0.07K,-0.0014
2020-10-19,14670.0,14670.0,14742.5,14670.0,0.06K,0.0
2020-10-16,14670.0,14710.0,14757.5,14687.5,0.05K,0.0007
2020-10-15,14660.0,14685.0,14741.0,14680.0,0.04K,-0.0014
2020-10-14,14680.0,14710.0,14765.0,14705.0,0.03K,0.0
2020-10-13,14680.0,14695.0,14767.5,14695.0,0.04K,0.0
2020-10-12,14680.0,14685.0,14732.5,14685.0,0.02K,0.0003
2020-10-09,14675.0,14695.0,14727.5,14665.0,0.03K,-0.0007
2020-10-08,14685.0,14700.0,14733.0,14697.5,0.06K,-0.0003
2020-10-07,14690.0,14710.0,14772.5,14702.5,0.07K,-0.0014
2020-10-06,14710.0,14605.0,14762.5,14605.0,0.05K,-0.0054
2020-10-05,14790.0,14815.0,14857.5,14799.5,0.11K,-0.0027
2020-10-02,14830.0,14840.0,14907.0,14840.0,0.05K,0.0007
2020-10-01,14820.0,14810.0,14867.5,14810.0,0.05K,-0.0013
2020-09-30,14840.0,14857.5,14922.0,14857.5,0.04K,-0.0003
2020-09-29,14845.0,14875.0,14940.5,14867.5,0.06K,-0.0003
2020-09-28,14850.0,14867.5,14949.5,14867.5,0.05K,0.0003
2020-09-25,14845.0,14887.5,14952.5,14862.5,0.10K,0.0
2020-09-24,14845.0,14815.0,14910.0,14815.0,0.04K,0.0044
2020-09-23,14780.0,14775.0,14854.0,14755.0,0.07K,0.002
2020-09-22,14750.0,14695.0,14824.5,14695.0,0.05K,0.0041
2020-09-21,14690.0,14670.0,14727.5,14664.0,0.11K,-0.0027
2020-09-18,14730.0,14755.0,14780.0,14713.0,0.13K,-0.0061
2020-09-17,14820.0,14795.0,14872.0,14795.0,0.08K,-0.0003
2020-09-16,14825.0,14790.0,14877.5,14790.0,0.13K,-0.0007
2020-09-15,14835.0,14805.0,14875.0,14802.0,0.14K,-0.0017
2020-09-14,14860.0,14855.0,14955.0,14855.0,0.05K,0.0
2020-09-11,14860.0,14900.0,14974.0,14877.5,0.12K,0.0027
2020-09-10,14820.0,14770.0,14895.0,14765.0,0.06K,0.0027
2020-09-09,14780.0,14765.0,14860.0,14765.0,0.10K,0.0014
2020-09-08,14760.0,14720.0,14802.5,14720.0,0.08K,0.002
2020-09-07,14730.0,14705.0,14757.5,14705.0,0.09K,-0.0007
2020-09-04,14740.0,14735.0,14802.5,14705.0,0.12K,-0.0014
2020-09-03,14760.0,14755.0,14835.0,14755.0,0.16K,0.0014
2020-09-02,14740.0,14605.0,14820.0,14605.0,0.11K,0.012
2020-09-01,14565.0,14535.0,14620.0,14535.0,0.10K,0.0003
2020-08-31,14560.0,14505.0,14567.5,14505.0,0.10K,-0.0038
2020-08-28,14615.0,14655.0,14716.5,14614.5,0.14K,-0.0024
2020-08-27,14650.0,14605.0,14727.5,14605.0,0.10K,-0.0014
2020-08-26,14670.0,14585.0,14695.0,14585.0,0.14K,0.002
2020-08-25,14640.0,14600.0,14660.0,14575.0,0.12K,-0.002
2020-08-24,14670.0,14755.0,14802.5,14670.5,0.14K,-0.0068
2020-08-19,14770.0,14750.0,14807.5,14735.0,0.16K,-0.004
2020-08-18,14830.0,14750.0,14881.0,14750.0,0.20K,0.0075
2020-08-14,14720.0,14775.0,14844.0,14775.0,0.02K,0.0014
2020-08-13,14700.0,14742.5,14795.0,14725.0,0.05K,0.001
2020-08-12,14685.0,14640.0,14770.0,14640.0,0.05K,0.0044
2020-08-11,14620.0,14580.0,14720.0,14580.0,0.06K,0.0021
2020-08-10,14590.0,14600.0,14700.0,14600.0,0.03K,0.0007
2020-08-07,14580.0,14555.0,14675.0,14555.0,0.03K,-0.0003
2020-08-06,14585.0,14490.0,14615.0,14465.0,0.08K,0.0024
2020-08-05,14550.0,14540.0,14612.5,14520.0,0.06K,-0.0048
2020-08-04,14620.0,14565.0,14675.0,14560.0,0.05K,-0.0007
2020-08-03,14630.0,14605.0,14647.5,14595.0,0.02K,0.0021
2020-07-30,14600.0,14455.0,14620.0,14455.0,0.03K,0.0045
2020-07-29,14535.0,14455.0,14595.0,14454.5,0.10K,0.0
2020-07-28,14535.0,14460.0,14561.0,14445.0,0.03K,0.001
2020-07-27,14520.0,14505.0,14580.0,14480.0,0.07K,-0.0062
2020-07-24,14610.0,14525.0,14615.0,14505.0,0.03K,0.0021
2020-07-23,14580.0,14605.0,14670.0,14532.5,0.08K,-0.0048
2020-07-22,14650.0,14605.0,14680.0,14605.0,0.10K,-0.006
2020-07-21,14738.5,14755.0,14780.0,14725.0,0.10K,-0.0031
2020-07-20,14785.0,14695.0,14860.0,14692.5,0.04K,0.0061
2020-07-17,14695.0,14585.0,14730.0,14570.0,0.02K,0.0048
2020-07-16,14625.0,14560.0,14687.5,14535.0,0.05K,0.0026
2020-07-15,14587.5,14450.0,14625.0,14450.0,0.09K,0.0095
2020-07-14,14450.0,14355.0,14450.0,14352.0,0.06K,0.0017
2020-07-13,14425.0,14370.0,14501.0,14365.0,0.05K,-0.0007
2020-07-10,14435.0,14397.5,14490.0,14397.5,0.03K,0.0028
2020-07-09,14395.0,14355.0,14430.0,14342.5,0.10K,-0.001
2020-07-08,14410.0,14395.0,14450.0,14375.0,0.04K,-0.0021
2020-07-07,14440.0,14450.0,14450.0,14374.0,0.03K,-0.0035
2020-07-06,14490.0,14465.0,14582.5,14455.0,0.10K,-0.0014
2020-07-03,14510.0,14380.0,14605.0,14380.0,0.09K,0.0091
2020-07-02,14378.5,14265.0,14383.0,14265.0,0.02K,0.008
2020-07-01,14265.0,14245.0,14325.0,14245.0,0.03K,0.0007
2020-06-30,14255.0,14175.0,14315.0,14165.0,0.04K,0.0007
2020-06-29,14245.0,14225.0,14275.0,14225.0,0.01K,0.0018
2020-06-26,14220.0,14105.0,14250.0,14100.0,0.06K,0.0032
2020-06-25,14175.0,14085.0,14195.0,14079.5,0.08K,0.0032
2020-06-24,14130.0,14110.0,14175.0,14099.5,0.07K,-0.0021
2020-06-23,14160.0,14185.0,14255.0,14160.0,0.06K,-0.0018
2020-06-22,14185.0,14100.0,14185.0,14100.0,0.03K,0.006
2020-06-19,14100.0,14055.0,14202.5,14055.0,0.02K,0.0011
2020-06-18,14085.0,14030.0,14105.0,14005.0,0.04K,0.0002
2020-06-17,14082.5,14065.0,14130.0,14034.5,0.05K,-0.0005
2020-06-16,14090.0,14085.0,14130.0,14047.5,0.04K,-0.0018
2020-06-15,14115.0,14055.0,14145.0,14040.0,0.02K,-0.0007
2020-06-12,14125.0,14060.0,14223.5,14060.0,0.05K,0.0078
2020-06-11,14015.0,13925.0,14060.0,13887.5,0.04K,0.0025
2020-06-10,13980.0,13937.5,14055.0,13897.5,0.04K,0.0065
2020-06-09,13890.0,13910.0,14045.0,13880.0,0.05K,0.0004
2020-06-08,13885.0,13870.0,13995.0,13850.0,0.05K,0.0011
2020-06-05,13870.0,14075.0,14107.5,13862.5,0.11K,-0.016
2020-06-04,14095.0,14105.0,14170.0,14070.0,0.11K,0.0
2020-06-03,14095.0,14245.0,14255.0,14095.0,0.09K,-0.0222
2020-06-02,14415.0,14630.0,14630.0,14415.0,0.08K,-0.0133
2020-05-29,14610.0,14725.0,14745.0,14607.5,0.15K,-0.0071
2020-05-28,14715.0,14740.0,14777.5,14710.0,0.07K,0.0003
2020-05-27,14710.0,14740.0,14780.0,14707.5,0.07K,-0.003
2020-05-26,14755.0,14730.0,14779.5,14727.5,0.07K,0.0031
2020-05-20,14710.0,14755.0,14792.5,14705.0,0.09K,-0.0041
2020-05-19,14770.0,14805.0,14845.0,14755.0,0.13K,-0.0054
2020-05-18,14850.0,14855.0,14895.0,14835.0,0.08K,-0.0007
2020-05-15,14860.0,14875.0,14925.0,14857.5,0.06K,-0.0017
2020-05-14,14885.0,14892.5,14962.5,14867.5,0.08K,0.0013
2020-05-13,14865.0,14885.0,14907.5,14852.5,0.08K,-0.0027
2020-05-12,14905.0,14930.0,14986.0,14902.0,0.08K,0.0007
2020-05-11,14895.0,14945.0,14962.5,14885.0,0.08K,-0.0017
2020-05-08,14920.0,15025.0,15052.5,14908.0,0.07K,-0.0083
2020-05-06,15045.0,15060.0,15125.0,15025.0,0.06K,-0.0023
2020-05-05,15080.0,15125.0,15150.0,15030.0,0.08K,-0.0013
2020-05-04,15100.0,14960.0,15135.0,14960.0,0.04K,0.0151
2020-04-30,14875.0,15190.0,15195.0,14857.5,0.09K,-0.0275
2020-04-29,15295.0,15355.0,15412.5,15290.0,0.08K,-0.0083
2020-04-28,15422.5,15405.0,15507.5,15395.0,0.11K,0.0024
2020-04-27,15385.0,15455.0,15505.0,15385.0,0.02K,-0.001
2020-04-24,15400.0,15452.5,15525.0,15400.0,0.07K,0.0
2020-04-23,15400.0,15524.0,15607.5,15400.0,0.12K,-0.0032
2020-04-22,15450.0,15530.0,15610.0,15450.0,0.07K,-0.0003
2020-04-21,15455.0,15500.0,15585.0,15455.0,0.03K,0.0028
2020-04-20,15412.5,15470.0,15519.0,15412.5,0.05K,-0.0011
2020-04-17,15430.0,15505.0,15552.5,15400.0,0.09K,-0.0134
2020-04-16,15640.0,15657.5,15785.0,15640.0,0.04K,0.0048
2020-04-15,15565.0,15645.0,15697.5,15540.0,0.09K,-0.0042
2020-04-14,15630.0,15700.0,15727.5,15630.0,0.07K,0.0
2020-04-13,15630.0,15800.0,15825.0,15630.0,0.07K,-0.012
2020-04-09,15820.0,16177.5,16240.0,15820.0,0.10K,-0.0219
2020-04-08,16175.0,16180.0,16330.0,16167.5,0.04K,0.0
2020-04-07,16175.0,16385.0,16436.5,16175.0,0.07K,-0.0145
2020-04-06,16412.5,16450.0,16575.0,16412.5,0.02K,-0.0008
2020-04-03,16425.0,16445.0,16505.0,16425.0,0.03K,-0.003
2020-04-02,16475.0,16505.0,16570.0,16475.0,0.02K,0.0015
2020-04-01,16450.0,16325.0,16480.0,16325.0,0.03K,0.0086
2020-03-31,16310.0,16325.0,16392.5,16300.0,0.11K,-0.0017
2020-03-30,16337.5,16155.0,16416.0,16155.0,0.03K,0.0122
2020-03-27,16140.0,16105.0,16265.0,16060.0,0.10K,-0.0101
